Age,Height,Weight,Overall,Potential,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PositionClass
35,192,84,73,73,Right,1,Medium,Medium,73,71,66,74,34,75,14,17,12,25,12,20,33,18,21,30,32,37,39,69,33,50,40,25,70,20,40,27,17,55,14,52,23,25,22,73,71,66,75,74,GK
23,184,75,73,78,Left,3,High,Medium,76,71,72,74,65,75,68,68,50,76,57,75,71,52,75,75,75,77,68,73,74,80,52,73,79,77,74,64,69,73,55,75,69,66,65,11,13,8,10,14,MF
23,184,83,73,79,Left,2,Medium,Medium,73,38,62,67,73,77,59,34,75,68,31,68,49,31,65,67,69,77,61,65,65,47,70,75,80,36,75,71,55,63,37,66,70,76,73,8,12,13,9,10,DE
22,174,68,73,79,Right,3,Medium,High,75,58,67,77,70,64,54,61,49,75,54,76,62,46,71,77,76,74,88,72,91,57,83,89,44,55,76,76,60,70,47,64,73,72,67,14,9,6,6,6,MF
31,177,74,73,73,Right,3,Medium,Medium,73,69,70,77,35,59,65,70,59,72,64,78,76,79,67,79,72,73,79,68,68,67,73,57,58,73,59,28,74,68,55,71,37,34,26,13,9,8,6,6,MF
32,173,63,73,73,Right,3,High,High,87,56,62,69,66,70,69,45,54,65,51,67,58,44,68,65,92,83,84,69,88,74,80,87,63,67,64,69,55,49,45,69,64,70,69,15,8,9,15,9,DE
23,182,72,73,79,Right,4,Medium,Medium,76,71,74,75,36,64,71,70,60,74,66,74,80,70,72,75,78,75,85,66,69,71,47,77,62,74,57,32,71,76,67,71,38,31,33,6,9,16,15,13,MF
25,178,68,73,76,Right,3,High,High,83,51,67,71,64,74,70,51,47,70,46,68,70,42,65,71,83,83,84,65,81,56,86,90,65,44,72,65,68,68,51,67,67,66,67,7,13,6,13,13,DE
32,187,82,73,73,Right,1,Medium,Medium,75,70,71,79,45,69,15,16,15,25,13,20,16,12,25,17,49,40,34,63,51,53,53,27,71,17,25,23,13,60,22,27,15,16,19,75,70,71,69,79,GK
32,181,75,73,73,Right,3,Medium,Medium,65,73,70,72,39,65,69,73,75,74,73,70,69,69,64,75,63,66,76,74,69,74,84,72,61,71,61,44,77,71,75,69,45,24,18,14,7,11,9,14,FO
32,194,80,73,73,Right,1,Medium,Medium,75,72,65,73,44,71,10,17,16,20,13,21,15,17,23,28,43,45,46,72,52,49,62,29,74,15,19,17,15,46,29,24,13,15,13,75,72,65,71,73,GK
23,190,85,73,79,Right,2,Medium,Medium,65,59,65,61,73,78,50,57,78,75,55,60,47,47,74,65,62,67,53,69,51,71,78,72,84,53,68,71,53,66,53,69,74,71,70,13,7,12,10,13,DE
24,177,70,73,79,Left,3,Medium,Medium,74,70,71,73,41,63,62,74,53,74,50,74,65,64,72,73,73,75,72,70,72,73,59,72,61,68,58,40,68,76,54,69,42,38,35,12,12,12,12,7,MF
19,184,83,73,85,Left,2,Medium,Medium,76,44,65,69,70,62,76,42,57,69,32,68,52,53,61,69,75,77,72,68,71,49,63,60,60,38,67,70,64,57,49,62,68,76,74,7,11,12,9,13,DE
22,173,68,73,79,Right,3,Medium,Medium,69,68,73,72,67,65,64,69,55,77,42,71,66,74,75,74,72,66,70,69,83,72,67,79,54,74,73,67,64,73,55,65,66,74,65,11,5,7,12,11,MF
23,185,84,73,77,Right,3,High,Medium,71,74,71,72,56,78,60,74,71,74,66,71,75,75,70,75,69,73,66,73,69,78,72,82,77,75,77,46,76,73,68,74,58,59,50,13,7,7,8,9,FO
30,181,72,73,73,Right,2,Medium,Medium,73,71,70,73,38,64,72,69,56,70,56,74,62,75,65,73,75,72,77,67,69,74,60,73,58,77,70,22,71,72,65,70,48,35,33,10,7,13,13,7,MF
19,179,68,73,83,Right,3,Medium,Medium,77,56,65,72,70,69,61,60,67,74,42,71,48,38,65,73,76,77,75,70,72,56,76,72,65,50,72,69,73,64,42,67,69,71,72,10,8,9,13,7,DE
29,186,80,73,73,Left,3,High,Medium,70,61,73,70,70,74,77,55,67,73,61,71,75,77,71,72,74,67,69,65,65,72,70,79,73,63,73,70,67,70,66,69,69,71,70,12,13,6,8,9,DE
24,188,79,73,78,Right,3,High,Medium,73,75,72,72,37,72,66,73,70,75,77,72,77,77,65,75,72,74,69,68,63,78,65,75,74,75,67,32,75,73,76,72,38,32,26,10,5,10,7,6,MF
31,178,73,73,73,Left,3,High,Medium,73,67,74,71,67,79,75,61,59,75,59,69,83,73,69,73,76,71,75,72,71,87,80,75,80,65,80,70,75,73,49,76,64,70,72,9,11,8,9,10,DE
28,189,83,73,73,Right,3,High,Low,78,73,49,66,24,78,41,79,76,56,73,67,45,43,44,68,75,80,62,67,56,74,86,60,86,60,80,19,76,50,68,68,12,21,24,14,10,9,16,10,FO
29,186,81,73,73,Left,2,Medium,High,52,41,60,54,74,74,54,39,73,74,27,45,31,47,62,68,48,55,44,60,57,57,88,79,73,31,67,74,39,51,42,63,71,77,75,12,13,9,8,9,DE
23,185,78,73,81,Right,3,Medium,High,60,53,70,67,67,76,63,49,49,73,42,68,63,61,74,70,54,65,57,72,59,62,64,85,73,58,75,73,59,73,47,67,66,70,64,11,6,10,11,6,MF
22,198,94,73,82,Right,1,Medium,Medium,73,70,68,77,24,71,15,6,11,42,6,14,13,11,47,18,23,26,32,64,41,51,53,34,78,6,26,18,8,39,14,37,16,16,16,73,70,68,71,77,GK
30,177,72,73,73,Left,4,High,Medium,72,62,75,77,43,58,75,65,58,77,66,77,70,62,74,75,71,72,83,73,73,55,69,57,62,57,47,44,67,77,64,76,23,56,48,8,15,11,7,15,MF
33,183,75,73,73,Right,2,Medium,High,64,50,63,64,73,75,67,37,67,67,53,59,57,42,68,68,63,64,66,75,68,70,84,73,78,55,70,77,55,55,54,69,76,68,73,8,7,11,8,9,DE
26,177,69,73,73,Left,2,High,Low,78,45,59,62,70,61,72,40,59,68,49,61,64,40,53,57,79,77,69,67,74,55,75,88,54,48,41,67,40,40,38,63,78,68,73,10,15,9,9,12,DE
31,179,71,73,73,Right,3,Medium,High,71,72,72,75,34,60,76,71,54,74,70,75,74,73,66,75,74,68,76,71,74,75,66,67,56,75,58,29,71,70,62,68,28,29,54,14,13,8,8,7,MF
21,176,68,73,78,Right,3,High,Medium,93,68,65,73,33,68,64,69,65,69,58,74,67,60,61,73,94,93,74,69,72,73,63,64,74,64,61,17,69,65,63,62,45,26,22,10,7,13,14,13,MF
23,183,77,73,78,Right,3,Medium,Medium,85,70,69,73,55,66,67,72,58,72,62,72,73,70,67,74,83,87,76,72,72,76,75,58,69,62,68,59,73,66,62,66,56,54,44,14,6,11,11,11,MF
26,183,78,73,73,Left,3,High,Medium,85,69,71,71,57,67,73,67,53,72,64,72,72,72,72,70,82,87,75,65,75,73,59,85,65,76,52,54,60,66,57,62,59,59,59,7,9,8,11,11,MF
20,183,75,73,83,Left,4,Medium,Low,66,68,74,79,40,61,76,66,52,71,69,81,74,71,71,82,64,67,71,65,71,70,50,45,72,69,54,34,66,80,68,72,38,42,36,9,9,9,13,6,MF
23,187,73,73,78,Right,3,High,Low,83,74,54,72,20,64,56,75,75,58,55,74,58,51,44,70,86,80,78,67,56,79,76,69,72,70,36,13,74,54,71,67,13,14,16,10,7,8,6,15,FO
37,185,86,73,73,Right,1,Medium,Medium,74,73,72,75,44,72,35,24,30,28,20,22,35,32,29,31,43,45,47,64,65,54,70,40,85,26,43,20,15,66,25,64,25,25,24,74,73,72,72,75,GK
22,176,70,73,81,Right,3,Medium,Low,72,62,69,78,62,63,62,55,49,76,56,79,59,51,68,78,76,69,78,74,79,75,64,82,51,69,67,62,69,70,53,73,61,68,58,6,9,12,8,5,MF
25,189,78,73,78,Right,2,Medium,Medium,55,39,54,58,74,75,31,36,79,69,31,56,34,26,58,60,55,55,60,68,43,51,78,68,79,29,74,73,47,59,49,69,73,74,71,15,11,10,14,11,DE
18,176,71,73,88,Left,5,High,Low,70,67,68,82,21,59,70,64,28,69,57,86,77,73,59,79,73,68,82,69,83,76,31,53,65,66,57,22,69,68,61,75,19,23,15,7,14,6,8,8,MF
26,192,88,73,76,Right,2,Medium,Medium,75,74,52,62,28,85,32,74,76,63,69,61,63,62,38,66,69,79,61,70,33,80,66,84,92,73,72,17,71,56,69,70,22,27,21,8,9,15,11,9,FO
30,180,73,73,73,Right,3,Medium,Medium,70,62,69,70,67,76,51,56,58,76,47,68,61,66,75,70,65,74,82,67,80,68,68,92,72,72,67,74,65,72,64,60,63,71,62,9,7,9,12,11,MF
27,182,74,73,73,Left,3,High,Medium,81,65,67,77,47,63,68,68,53,70,45,79,59,49,64,77,80,81,80,68,66,63,62,74,61,65,55,47,64,67,60,68,45,47,50,8,14,9,13,14,MF
22,185,81,73,82,Right,2,Medium,High,68,37,50,61,71,81,48,33,74,62,33,58,46,24,55,61,67,69,67,71,61,52,91,69,84,32,86,69,35,34,42,58,68,73,70,13,10,13,8,6,DE
25,184,78,73,76,Right,3,High,Low,73,75,60,71,38,71,51,74,74,69,69,72,50,58,57,73,75,72,72,58,69,79,78,64,77,77,62,33,77,60,61,65,33,36,31,6,14,11,8,12,FO
21,184,74,73,81,Right,2,Medium,Medium,65,46,62,61,72,75,49,39,75,71,34,57,52,53,67,64,59,70,57,70,57,68,91,65,78,47,76,73,39,59,45,73,72,73,67,13,7,12,10,8,DE
30,178,83,73,73,Right,3,High,Medium,79,74,65,69,38,80,64,72,71,67,69,68,69,68,53,69,72,85,65,71,80,85,86,66,85,70,82,31,72,69,69,69,39,34,23,12,9,7,14,8,FO
37,177,85,73,73,Right,4,High,Medium,76,73,73,73,36,65,75,73,72,73,69,74,82,75,70,72,78,75,73,74,62,75,73,30,78,70,73,39,70,72,76,72,17,43,29,15,12,5,12,15,MF
30,178,71,73,73,Right,3,Medium,Medium,74,70,72,74,66,69,75,67,65,76,59,75,68,44,69,73,75,74,75,72,75,78,74,77,63,69,73,68,74,71,67,72,65,66,67,9,15,14,8,12,MF
30,175,77,73,73,Right,4,Medium,Medium,78,68,68,75,52,59,74,68,54,69,65,76,72,51,58,73,76,80,81,65,86,71,68,68,60,66,44,50,71,72,64,74,54,53,49,12,10,8,9,9,FO
23,180,73,73,80,Right,3,High,Medium,81,71,55,75,24,61,43,75,66,67,70,75,54,38,45,74,85,78,79,76,72,72,73,69,59,60,52,19,76,58,68,68,22,19,15,12,10,11,9,5,FO
26,172,65,73,74,Left,3,Medium,Medium,74,67,71,77,39,64,70,65,63,71,69,77,77,66,67,76,77,72,85,69,81,73,75,65,62,66,66,31,70,75,68,71,31,42,43,7,10,9,13,12,MF
30,170,65,73,73,Right,3,Medium,Medium,79,67,69,76,39,57,68,68,52,69,70,76,72,76,64,74,84,74,83,72,82,66,63,69,54,66,49,38,68,70,68,68,43,37,23,15,12,16,15,15,MF
23,186,86,73,81,Right,3,High,Low,67,73,64,67,35,75,51,76,74,70,65,68,62,52,67,70,65,69,58,70,54,73,76,66,85,70,60,32,74,67,66,68,34,29,25,7,9,9,13,9,FO
27,176,71,73,73,Right,3,Medium,High,65,49,64,69,68,81,52,46,53,72,38,68,45,40,74,72,69,61,67,66,78,63,83,83,75,43,91,69,57,65,42,67,70,70,72,8,15,9,16,11,MF
32,186,78,73,73,Left,2,Low,Medium,46,68,72,70,71,75,68,62,68,76,60,67,71,69,71,78,42,49,57,67,66,77,49,75,76,75,80,75,69,70,72,74,69,75,64,7,12,11,6,7,MF
33,186,80,73,73,Right,3,Medium,Medium,50,63,72,70,70,74,69,54,66,75,66,70,64,58,74,75,51,50,63,66,62,72,55,82,71,74,74,71,62,72,68,68,71,70,66,8,9,14,15,6,MF
25,193,90,73,78,Right,1,Medium,Medium,74,72,77,75,51,71,12,13,21,44,12,25,21,21,39,40,50,52,62,65,49,58,75,43,70,16,22,10,10,53,32,65,12,20,19,74,72,77,71,75,GK
29,190,78,73,73,Right,3,High,Medium,72,58,69,69,72,75,69,55,73,73,54,68,70,40,72,71,74,71,71,75,64,67,75,75,76,57,74,74,63,67,56,65,70,73,71,13,15,8,13,14,DE
25,189,80,73,78,Left,2,Medium,High,57,32,46,51,72,82,41,22,74,58,26,45,28,31,57,58,53,60,42,68,61,59,82,69,88,32,85,70,16,31,36,60,73,72,68,11,7,11,6,9,DE
29,183,81,73,73,Right,3,Low,High,65,55,65,70,71,80,56,45,65,71,52,71,61,45,69,70,58,70,67,73,67,75,81,82,81,62,77,74,52,65,51,67,71,72,70,6,7,11,14,14,MF
37,180,76,73,73,Right,4,High,Medium,61,75,67,77,36,58,59,76,61,74,73,79,76,66,56,78,68,55,71,78,74,77,61,49,61,70,61,30,80,71,75,76,32,36,32,14,10,9,6,9,FO
28,172,69,72,72,Right,3,Medium,Medium,79,63,69,76,40,56,71,61,48,68,68,77,76,60,66,76,82,77,82,57,84,64,64,76,48,65,50,30,66,72,64,71,49,38,34,15,5,5,7,5,MF
29,175,72,72,72,Right,2,Medium,Medium,67,56,68,69,69,74,66,46,67,73,42,65,58,48,70,74,68,66,71,68,70,70,73,83,70,69,75,65,46,66,57,71,69,72,72,12,12,14,8,8,MF
30,166,62,72,72,Right,3,Medium,Medium,88,69,70,72,34,67,68,68,32,70,60,70,70,70,67,69,87,88,87,64,88,71,58,72,64,70,72,39,68,72,67,62,31,35,35,10,9,8,10,10,FO
32,184,77,72,72,Left,3,High,Low,75,71,70,74,35,71,76,68,64,68,58,78,80,74,68,72,74,75,74,66,63,79,73,66,76,75,66,36,65,67,73,69,28,34,31,12,12,8,7,10,FO
32,186,75,72,72,Right,3,Medium,High,52,61,72,69,71,73,67,48,72,74,64,68,72,72,74,74,49,55,54,71,63,79,69,69,75,70,74,73,56,71,73,73,71,72,66,8,4,3,7,5,DE
25,186,79,72,75,Left,3,Medium,Medium,83,34,59,67,68,68,71,29,59,69,36,67,53,35,48,69,77,88,66,69,62,45,70,67,69,32,68,68,46,44,37,60,64,73,69,5,15,6,12,10,DE
29,187,82,72,73,Right,2,Medium,High,68,24,44,52,71,81,26,18,68,66,29,43,20,20,50,59,67,68,54,69,56,31,73,73,86,22,78,73,32,33,37,62,70,73,71,7,10,14,7,7,DE
29,192,84,72,72,Left,2,Low,High,41,32,46,54,75,77,30,28,77,58,21,52,39,40,48,56,37,45,52,57,50,54,62,63,85,25,76,73,24,45,34,63,77,74,72,15,8,10,7,16,DE
24,180,75,72,79,Right,3,Medium,Medium,71,51,66,73,70,60,70,51,64,71,40,75,59,39,69,74,72,71,69,72,66,50,69,55,57,52,71,70,72,60,42,70,69,73,74,13,9,10,5,8,DE
32,191,85,72,72,Right,2,Medium,Medium,51,39,57,54,72,77,47,34,71,65,40,46,35,26,62,60,48,53,59,67,59,62,72,60,83,30,84,70,43,62,27,67,72,75,70,16,9,9,14,13,DE
30,187,85,72,72,Right,1,Medium,Medium,70,70,69,75,55,70,17,20,16,44,18,23,19,17,42,26,53,58,59,66,47,52,72,37,68,10,25,23,18,54,21,30,14,14,14,70,70,69,70,75,GK
28,182,75,72,72,Left,3,High,Medium,76,54,60,67,67,72,66,48,55,62,47,68,68,59,56,67,78,75,69,65,67,65,70,84,65,59,74,71,56,52,49,57,61,74,70,14,11,10,14,8,DE
21,179,71,72,84,Right,3,High,High,79,57,68,76,64,77,61,52,56,74,47,77,66,43,72,76,78,80,76,74,76,68,80,83,79,58,62,64,62,69,57,75,61,70,65,5,8,12,11,8,MF
30,178,72,72,72,Left,3,High,Medium,72,57,71,71,66,72,75,42,41,71,61,70,76,74,68,73,70,74,73,67,72,72,77,78,71,69,66,70,71,66,56,65,67,70,70,11,10,12,16,11,DE
27,187,80,72,74,Left,2,Medium,Medium,71,35,51,59,71,79,53,29,73,65,27,54,33,36,53,62,69,73,65,67,60,57,76,73,85,27,74,73,28,32,40,65,66,73,71,9,8,9,10,7,DE
25,186,76,72,79,Right,2,Medium,Medium,55,37,45,54,73,75,30,33,65,59,33,45,31,35,53,59,53,56,62,70,55,51,76,69,77,34,76,72,28,35,42,62,74,75,73,8,9,6,12,9,DE
25,176,77,72,75,Right,2,Low,High,57,67,67,67,72,76,55,67,65,73,56,65,54,56,70,72,59,55,55,73,81,68,70,79,74,70,80,76,72,74,59,68,68,76,66,11,9,7,6,13,MF
25,185,82,72,76,Right,2,Medium,High,66,37,56,59,72,77,55,35,67,67,31,54,42,29,57,60,64,68,59,69,71,45,81,72,81,32,72,72,48,45,38,67,73,74,68,10,13,15,6,12,DE
29,188,85,72,72,Right,3,High,Medium,79,73,66,73,45,73,70,73,64,68,67,74,69,47,61,72,78,79,74,65,72,81,44,78,76,70,64,38,71,67,58,67,45,47,38,7,7,6,14,13,FO
25,185,80,72,75,Right,2,High,High,67,70,54,63,32,78,51,75,78,62,73,62,47,49,39,68,66,68,62,71,52,69,73,61,85,61,84,30,79,59,60,55,23,28,24,6,7,8,10,11,FO
27,173,64,72,72,Right,4,High,Medium,73,65,70,75,39,61,71,62,48,72,61,75,70,67,65,72,75,72,88,68,80,78,56,69,56,64,63,30,69,68,52,68,35,49,33,6,11,7,14,8,MF
28,178,72,72,72,Left,3,Medium,Medium,69,63,66,70,70,69,72,48,50,71,68,69,76,80,72,70,73,66,73,68,74,85,70,67,64,81,85,65,41,41,46,68,73,74,80,11,7,15,10,14,DE
26,183,82,72,74,Left,3,High,Medium,79,42,62,69,66,76,73,40,56,70,28,70,60,31,61,68,80,78,74,65,71,44,66,83,79,44,64,65,57,45,34,52,65,69,69,8,13,11,12,14,DE
24,176,72,72,75,Right,2,High,Low,82,63,67,73,66,62,72,63,58,70,48,72,52,43,63,70,84,80,83,70,79,69,77,76,52,62,66,68,67,68,46,70,65,66,68,12,9,14,11,7,DE
32,192,81,72,72,Right,2,High,Medium,72,57,63,67,71,77,70,58,69,66,51,67,48,52,60,70,70,73,62,69,52,60,78,77,79,54,73,73,65,60,52,66,69,74,70,12,14,12,9,8,DE
30,174,71,72,72,Left,3,High,Medium,89,68,69,74,46,66,68,67,60,68,70,72,75,71,67,72,85,93,88,68,80,72,79,79,60,70,59,53,70,70,50,68,44,41,42,8,10,15,10,9,MF
26,186,81,72,75,Right,3,Medium,Low,83,71,53,71,29,74,48,73,69,59,66,69,42,42,46,73,81,84,78,70,66,75,83,75,80,66,56,29,72,57,62,70,20,29,19,8,15,10,6,13,FO
29,175,62,72,72,Left,3,High,Medium,70,57,71,74,67,74,73,46,50,72,56,75,75,64,72,74,73,68,70,67,74,72,71,82,68,64,79,68,70,69,49,74,66,72,71,12,10,12,10,8,DE
25,184,81,72,78,Right,3,Medium,Medium,61,57,65,73,65,78,58,55,47,73,33,72,51,44,67,74,66,57,70,68,71,58,64,89,74,65,78,73,66,64,62,81,66,66,63,10,11,13,14,13,MF
23,186,79,72,78,Left,3,High,Medium,86,67,65,72,37,69,67,70,40,68,51,72,64,48,60,72,85,87,82,67,71,68,57,86,66,65,58,44,70,66,61,66,39,32,28,9,12,13,7,11,MF
33,180,81,72,72,Left,3,High,High,78,60,64,69,69,75,64,53,73,68,60,67,64,50,62,72,77,78,71,69,59,70,76,74,73,65,81,71,63,64,57,68,67,69,67,7,7,15,14,16,DE
33,186,83,72,72,Right,1,Medium,Medium,68,76,74,68,44,73,15,12,29,44,13,17,19,11,52,21,48,38,52,67,43,56,65,26,72,11,35,11,17,55,28,65,13,14,13,68,76,74,73,68,GK
28,188,82,72,72,Right,3,High,Medium,67,72,60,70,31,72,55,71,70,68,73,70,68,56,43,72,70,65,68,74,53,75,70,65,76,70,73,21,74,65,75,68,34,24,22,7,13,13,15,6,FO
28,173,63,72,72,Right,4,High,Medium,90,67,65,78,41,48,65,63,64,66,72,80,81,47,60,71,90,90,90,65,90,77,66,62,37,66,55,49,65,69,65,73,38,34,33,16,14,10,9,11,FO
32,188,87,72,72,Right,1,Medium,Medium,74,70,69,74,26,71,10,8,12,19,5,9,12,12,17,14,28,23,31,63,33,52,80,20,82,6,17,14,5,65,10,35,7,11,10,74,70,69,71,74,GK
26,189,79,72,77,Right,2,Medium,Medium,64,37,51,56,72,75,31,38,74,72,28,49,24,28,51,60,63,65,64,64,53,48,80,72,77,29,71,66,28,46,32,68,72,75,76,10,9,12,11,14,DE
19,181,72,72,79,Right,4,Medium,Medium,68,63,72,74,56,60,67,62,54,75,48,74,71,67,71,75,69,68,74,69,68,70,65,64,63,65,47,50,68,74,55,73,60,57,52,8,9,14,8,7,MF
33,175,68,72,72,Right,4,Medium,Low,56,64,73,75,52,39,65,68,48,78,69,73,74,68,73,77,63,50,78,70,76,54,60,54,34,58,29,57,75,73,69,79,52,53,47,11,9,8,9,13,MF
25,180,77,72,76,Right,3,High,Medium,75,74,58,69,31,65,46,78,69,64,71,66,60,56,46,71,73,76,73,68,76,71,78,56,68,67,65,25,74,66,73,70,26,29,26,7,13,8,14,11,FO
32,186,76,72,72,Right,2,Medium,Medium,59,43,51,61,70,84,29,38,68,66,23,60,47,43,58,62,55,63,56,68,64,53,70,80,88,46,81,72,35,43,55,69,70,70,68,5,14,15,6,10,DE
29,185,79,72,72,Right,3,Medium,Medium,75,72,66,72,26,73,69,74,72,68,68,73,56,53,56,72,73,76,74,67,64,73,78,66,79,68,64,16,76,72,63,71,26,20,22,11,9,7,15,14,FO
27,184,76,72,72,Right,3,High,High,79,63,68,65,68,77,71,54,64,73,56,64,69,65,62,66,77,81,68,68,62,81,75,74,80,71,75,66,63,62,52,70,69,70,69,16,13,12,15,14,DE
23,177,70,72,80,Left,3,High,Medium,78,65,69,74,59,61,67,64,50,72,57,75,61,58,67,73,79,77,78,71,79,67,50,82,60,67,41,59,67,72,63,66,56,65,55,9,14,6,12,8,MF
29,183,77,72,72,Right,2,High,Medium,83,50,68,70,67,69,71,58,49,73,29,71,74,35,69,72,82,84,67,62,67,45,70,79,70,40,55,68,64,63,40,70,68,70,67,12,12,11,15,9,DE
28,173,75,72,72,Left,2,High,Medium,84,55,64,71,65,70,71,57,63,68,43,72,46,32,60,69,82,85,75,62,78,57,82,77,66,51,67,64,60,63,57,65,66,66,66,13,12,8,12,11,DE
32,188,83,72,72,Right,2,Medium,Medium,60,33,55,56,74,73,45,29,73,65,30,46,45,33,62,65,60,60,54,70,57,52,80,66,77,24,71,72,29,50,33,74,75,74,71,6,11,10,12,12,DE
29,174,67,72,72,Left,3,Medium,Medium,74,69,71,73,55,66,69,69,40,73,57,70,73,66,68,75,75,74,79,68,83,70,58,80,65,68,52,58,74,73,77,78,55,59,49,13,8,11,16,10,MF
32,177,65,72,72,Left,4,High,Low,80,72,72,76,38,65,71,69,39,71,69,79,83,75,67,70,77,82,80,65,81,81,56,69,67,73,55,37,71,73,65,81,39,37,35,8,9,13,8,7,FO
23,178,70,72,78,Right,3,Medium,Medium,69,72,70,69,29,55,70,74,47,70,62,72,68,70,64,73,66,72,60,68,52,75,49,74,52,68,39,18,77,75,67,53,29,31,30,10,12,10,14,7,MF
31,180,79,72,72,Right,4,Medium,Low,89,69,61,71,34,72,65,69,54,62,61,74,50,47,55,71,90,88,76,65,60,78,89,79,80,62,38,29,75,65,70,59,58,13,11,7,16,12,11,7,MF
25,185,83,72,76,Left,3,Medium,Medium,52,37,53,62,71,79,45,30,71,61,36,64,36,36,59,61,50,53,47,66,65,57,72,66,86,33,78,70,47,53,34,74,72,72,70,11,6,14,12,11,DE
30,189,82,72,72,Right,3,Medium,High,59,71,61,66,37,83,46,74,77,69,66,65,51,38,59,68,48,68,63,74,51,71,72,80,87,63,78,32,76,72,72,73,45,25,20,11,16,11,12,8,FO
24,193,91,72,76,Right,3,Medium,Medium,80,67,58,70,24,78,46,70,74,69,60,73,41,41,52,72,78,82,66,67,55,66,65,65,90,60,66,19,73,63,63,62,25,12,17,10,9,6,10,12,FO
25,184,74,72,74,Right,3,High,Medium,62,63,70,72,58,65,59,63,58,75,52,74,65,65,72,74,63,61,70,71,65,65,59,71,63,67,63,59,73,73,48,61,53,63,51,6,7,13,7,10,MF
28,179,73,72,72,Right,3,Medium,High,65,39,63,66,71,65,48,29,68,70,34,66,54,46,69,68,64,66,61,66,58,59,79,33,74,46,80,73,32,66,36,70,71,72,71,8,11,12,10,7,DE
29,184,86,72,73,Right,2,Medium,High,71,47,56,64,71,76,54,38,74,66,24,61,29,31,60,64,70,71,67,70,67,66,84,74,79,54,70,72,46,48,53,70,70,71,72,8,8,9,7,7,DE
29,178,83,72,72,Right,3,Medium,Medium,90,67,65,73,28,63,76,64,53,62,64,76,72,65,59,71,90,90,75,65,63,77,61,75,69,71,33,19,61,60,54,63,30,25,24,15,12,16,12,14,MF
36,195,90,72,72,Left,1,Medium,Medium,70,72,69,72,35,74,12,17,13,36,13,18,14,16,37,22,30,43,45,67,40,52,70,33,65,18,18,10,10,60,21,64,27,10,12,70,72,69,74,72,GK
31,177,83,72,72,Right,3,High,High,73,72,65,73,37,71,61,73,70,71,66,74,66,58,60,72,72,74,74,72,64,72,77,65,78,70,60,37,73,66,72,70,34,35,22,15,10,9,14,9,FO
37,181,71,72,72,Right,2,Medium,High,53,66,71,69,70,72,64,62,42,73,55,68,71,72,72,70,63,45,65,73,73,75,78,70,73,65,72,74,72,75,69,68,73,74,72,14,11,12,9,16,MF
27,177,74,72,73,Right,3,Medium,Low,58,63,76,72,57,63,69,55,52,76,62,72,82,77,82,71,55,61,75,69,73,70,33,71,59,76,68,58,62,75,51,70,53,60,63,6,12,11,10,16,MF
28,179,74,72,72,Right,3,High,Medium,68,68,72,74,55,73,69,64,60,74,58,76,70,66,72,75,69,68,70,71,72,76,68,78,74,73,67,55,70,71,55,68,48,60,54,13,11,12,15,13,MF
27,185,80,72,73,Right,2,Medium,Medium,58,41,53,58,74,75,40,39,72,67,31,53,34,42,61,60,62,55,65,72,63,48,81,83,74,37,68,73,44,44,51,67,74,76,73,15,13,11,8,9,DE
27,178,67,72,73,Left,3,High,Low,76,71,67,74,31,58,62,72,51,69,72,74,73,62,63,75,75,76,77,68,77,72,72,74,54,69,42,20,71,72,64,60,40,24,25,14,8,10,6,9,MF
27,173,71,72,75,Right,2,Low,High,61,46,61,67,68,73,43,41,54,72,37,60,48,47,69,70,68,55,78,69,85,61,69,73,69,42,86,69,55,58,49,65,68,71,73,9,10,12,12,11,MF
25,174,75,72,77,Right,3,Medium,Medium,77,41,59,67,69,64,69,40,62,67,36,68,62,40,55,70,75,79,60,65,60,39,57,71,64,37,58,67,49,44,61,62,68,72,71,10,13,15,15,9,DE
24,177,71,72,77,Right,3,High,High,82,70,72,73,63,79,69,69,63,73,63,70,74,71,71,73,81,82,83,70,84,75,75,92,71,72,82,62,68,72,65,72,62,64,61,12,10,7,12,15,MF
35,171,71,72,72,Right,3,Medium,Medium,76,63,69,76,27,62,60,66,44,75,49,76,66,74,66,77,77,75,83,55,80,57,42,65,72,65,38,20,68,71,68,75,25,28,27,10,12,15,15,11,MF
19,193,77,72,82,Right,2,Medium,Medium,66,39,54,57,73,71,31,33,73,66,28,55,32,30,62,64,65,66,43,71,45,60,58,63,77,34,71,73,51,62,22,64,71,75,72,15,12,8,8,10,DE
29,180,77,72,72,Right,3,High,High,66,73,65,72,47,73,52,74,70,68,70,70,75,74,65,72,67,66,75,75,73,77,78,79,69,68,72,23,76,66,74,70,44,59,49,7,12,11,15,9,FO
